,Address,Referendum,Vote,Amount,EffectiveVotes
1007,1msqHv3BamFqL7WmaYnCC3T12859LaTdrV8NdUwCNcuUXMD,213,no,,102142.809671781
1008,1pQtDid4kTSBY9LURNDa4Ki6qoSQXBXKAZKqbdChhujgjMS,90,yes,,102374.458625283
1009,1pveAZNCEYXwqYyhDARrBHH7gnzBdJyUtdKnSFKH1Ck9999,221,no,,210000.0
1010,1pveAZNCEYXwqYyhDARrBHH7gnzBdJyUtdKnSFKH1Ck9999,226,no,,210000.0
1011,1ssJbCvgUB66V1KsMX12JpVwyzUZvK2FU6QmJCYWB7vQa5H,213,no,,400000.0
1012,1tZzPmcq8Auisttygmg9g6tPMtrh9i3b22D3tKXvde7ibRB,53,yes,,8256054.45
1013,1ug1Lw6RuVh5RKvkz4T8YLR7GWWMtH3NKZhw47VnktfYbcu,140,yes,,1199850.0
1014,1ug1Lw6RuVh5RKvkz4T8YLR7GWWMtH3NKZhw47VnktfYbcu,213,no,,1199850.0
1015,1vTfju3zruADh7sbBznxWCpircNp9ErzJaPQZKyrUknApRu,132,yes,,9205524.98
1016,1vTfju3zruADh7sbBznxWCpircNp9ErzJaPQZKyrUknApRu,82,yes,,1500000.0
1017,126PvMw34oFYv5miwXQ3JXVP5eav8T1hkkYsiHijExJ4JorP,146,no,,527050.0
1018,126PvMw34oFYv5miwXQ3JXVP5eav8T1hkkYsiHijExJ4JorP,150,no,,527050.0
1019,126PvMw34oFYv5miwXQ3JXVP5eav8T1hkkYsiHijExJ4JorP,153,yes,,527050.0
1020,126PvMw34oFYv5miwXQ3JXVP5eav8T1hkkYsiHijExJ4JorP,154,yes,,527050.0
1021,126PvMw34oFYv5miwXQ3JXVP5eav8T1hkkYsiHijExJ4JorP,157,no,,527050.0
1022,126PvMw34oFYv5miwXQ3JXVP5eav8T1hkkYsiHijExJ4JorP,159,no,,527050.0
1023,126PvMw34oFYv5miwXQ3JXVP5eav8T1hkkYsiHijExJ4JorP,160,no,,1054100.0
1024,126PvMw34oFYv5miwXQ3JXVP5eav8T1hkkYsiHijExJ4JorP,161,no,,527050.0
1025,126PvMw34oFYv5miwXQ3JXVP5eav8T1hkkYsiHijExJ4JorP,162,yes,,527050.0
1026,126PvMw34oFYv5miwXQ3JXVP5eav8T1hkkYsiHijExJ4JorP,163,no,,527050.0
1027,126PvMw34oFYv5miwXQ3JXVP5eav8T1hkkYsiHijExJ4JorP,165,no,,527050.0
1028,126PvMw34oFYv5miwXQ3JXVP5eav8T1hkkYsiHijExJ4JorP,167,yes,,527050.0
1029,126PvMw34oFYv5miwXQ3JXVP5eav8T1hkkYsiHijExJ4JorP,172,no,,527050.0
1030,126PvMw34oFYv5miwXQ3JXVP5eav8T1hkkYsiHijExJ4JorP,173,no,,527050.0
1031,126PvMw34oFYv5miwXQ3JXVP5eav8T1hkkYsiHijExJ4JorP,174,yes,,527050.0
1032,126PvMw34oFYv5miwXQ3JXVP5eav8T1hkkYsiHijExJ4JorP,175,yes,,527050.0
1033,126PvMw34oFYv5miwXQ3JXVP5eav8T1hkkYsiHijExJ4JorP,179,no,,527050.0
1034,126PvMw34oFYv5miwXQ3JXVP5eav8T1hkkYsiHijExJ4JorP,180,no,,527050.0
1035,126PvMw34oFYv5miwXQ3JXVP5eav8T1hkkYsiHijExJ4JorP,183,yes,,527050.0
1036,126PvMw34oFYv5miwXQ3JXVP5eav8T1hkkYsiHijExJ4JorP,184,no,,527050.0
1037,126PvMw34oFYv5miwXQ3JXVP5eav8T1hkkYsiHijExJ4JorP,185,no,,527050.0
1038,126PvMw34oFYv5miwXQ3JXVP5eav8T1hkkYsiHijExJ4JorP,186,no,,527050.0
1039,126PvMw34oFYv5miwXQ3JXVP5eav8T1hkkYsiHijExJ4JorP,188,no,,527050.0
1040,126PvMw34oFYv5miwXQ3JXVP5eav8T1hkkYsiHijExJ4JorP,189,no,,527050.0
1041,126PvMw34oFYv5miwXQ3JXVP5eav8T1hkkYsiHijExJ4JorP,200,no,,527050.0
1042,126PvMw34oFYv5miwXQ3JXVP5eav8T1hkkYsiHijExJ4JorP,201,yes,,527050.0
1043,126PvMw34oFYv5miwXQ3JXVP5eav8T1hkkYsiHijExJ4JorP,202,no,,527050.0
1044,126PvMw34oFYv5miwXQ3JXVP5eav8T1hkkYsiHijExJ4JorP,203,no,,527050.0
1045,126PvMw34oFYv5miwXQ3JXVP5eav8T1hkkYsiHijExJ4JorP,204,yes,,527050.0
1046,126PvMw34oFYv5miwXQ3JXVP5eav8T1hkkYsiHijExJ4JorP,205,no,,527050.0
1047,126PvMw34oFYv5miwXQ3JXVP5eav8T1hkkYsiHijExJ4JorP,207,yes,,527050.0
1048,126PvMw34oFYv5miwXQ3JXVP5eav8T1hkkYsiHijExJ4JorP,209,no,,1054100.0
1049,126PvMw34oFYv5miwXQ3JXVP5eav8T1hkkYsiHijExJ4JorP,211,yes,,527050.0
1050,126PvMw34oFYv5miwXQ3JXVP5eav8T1hkkYsiHijExJ4JorP,212,no,,527050.0
1051,126PvMw34oFYv5miwXQ3JXVP5eav8T1hkkYsiHijExJ4JorP,213,no,,1054100.0
1052,126PvMw34oFYv5miwXQ3JXVP5eav8T1hkkYsiHijExJ4JorP,214,yes,,527050.0
1053,126PvMw34oFYv5miwXQ3JXVP5eav8T1hkkYsiHijExJ4JorP,215,no,,527050.0
1054,126PvMw34oFYv5miwXQ3JXVP5eav8T1hkkYsiHijExJ4JorP,216,no,,527050.0
1055,126PvMw34oFYv5miwXQ3JXVP5eav8T1hkkYsiHijExJ4JorP,218,no,,527050.0
1056,126PvMw34oFYv5miwXQ3JXVP5eav8T1hkkYsiHijExJ4JorP,219,no,,527050.0
1057,126PvMw34oFYv5miwXQ3JXVP5eav8T1hkkYsiHijExJ4JorP,220,no,,527050.0
1058,126PvMw34oFYv5miwXQ3JXVP5eav8T1hkkYsiHijExJ4JorP,221,no,,527050.0
1059,126PvMw34oFYv5miwXQ3JXVP5eav8T1hkkYsiHijExJ4JorP,222,no,,527050.0
1060,126PvMw34oFYv5miwXQ3JXVP5eav8T1hkkYsiHijExJ4JorP,223,no,,527050.0
1061,126PvMw34oFYv5miwXQ3JXVP5eav8T1hkkYsiHijExJ4JorP,224,no,,527050.0
1062,126PvMw34oFYv5miwXQ3JXVP5eav8T1hkkYsiHijExJ4JorP,225,no,,527050.0
1063,126PvMw34oFYv5miwXQ3JXVP5eav8T1hkkYsiHijExJ4JorP,226,no,,527050.0
1064,126PvMw34oFYv5miwXQ3JXVP5eav8T1hkkYsiHijExJ4JorP,228,no,,527050.0
1065,126PvMw34oFYv5miwXQ3JXVP5eav8T1hkkYsiHijExJ4JorP,229,no,,527050.0
1066,126PvMw34oFYv5miwXQ3JXVP5eav8T1hkkYsiHijExJ4JorP,230,no,,527050.0
1067,126PvMw34oFYv5miwXQ3JXVP5eav8T1hkkYsiHijExJ4JorP,231,no,,1054100.0
1068,126PvMw34oFYv5miwXQ3JXVP5eav8T1hkkYsiHijExJ4JorP,233,no,,527050.0
1069,126PvMw34oFYv5miwXQ3JXVP5eav8T1hkkYsiHijExJ4JorP,234,no,,527050.0
1070,126PvMw34oFYv5miwXQ3JXVP5eav8T1hkkYsiHijExJ4JorP,236,no,,527050.0
1071,126PvMw34oFYv5miwXQ3JXVP5eav8T1hkkYsiHijExJ4JorP,237,no,,527050.0
1072,12ZGvKApnos8M3rzmjRQ8me9ycTuzhe4zxAte5WCdcq4ZK31,158,yes,,18000000.0
1073,12e1E8ADuvrXYfQFv5L2ir7M9yerTYWWLjAzMwFT3mMP3wyu,177,yes,,172163.4617340132
1074,12s37eSMQPEN5cuVyBxk2UypUHntwumqBHy7sJkoKpZ1v3HV,154,yes,,165394.27212755944
1075,12s37eSMQPEN5cuVyBxk2UypUHntwumqBHy7sJkoKpZ1v3HV,155,yes,,165346.2721275594
1076,12s37eSMQPEN5cuVyBxk2UypUHntwumqBHy7sJkoKpZ1v3HV,183,yes,,128266.294644676
1077,12s37eSMQPEN5cuVyBxk2UypUHntwumqBHy7sJkoKpZ1v3HV,185,no,,128197.13606377972
1078,12s37eSMQPEN5cuVyBxk2UypUHntwumqBHy7sJkoKpZ1v3HV,186,yes,,134730.4427722323
1079,12s37eSMQPEN5cuVyBxk2UypUHntwumqBHy7sJkoKpZ1v3HV,187,yes,,130419.3560637797
1080,12s37eSMQPEN5cuVyBxk2UypUHntwumqBHy7sJkoKpZ1v3HV,188,no,,128197.1360637797
1081,12s37eSMQPEN5cuVyBxk2UypUHntwumqBHy7sJkoKpZ1v3HV,189,no,,132508.2227722323
1082,12s37eSMQPEN5cuVyBxk2UypUHntwumqBHy7sJkoKpZ1v3HV,191,yes,,130993.9895063235
1083,12s37eSMQPEN5cuVyBxk2UypUHntwumqBHy7sJkoKpZ1v3HV,192,no,,132508.2227722323
1084,12s37eSMQPEN5cuVyBxk2UypUHntwumqBHy7sJkoKpZ1v3HV,193,yes,,214765.759012647
1085,12s37eSMQPEN5cuVyBxk2UypUHntwumqBHy7sJkoKpZ1v3HV,199,no,,131063.1480872198
1086,12s37eSMQPEN5cuVyBxk2UypUHntwumqBHy7sJkoKpZ1v3HV,201,yes,,132508.2227722323
1087,12s37eSMQPEN5cuVyBxk2UypUHntwumqBHy7sJkoKpZ1v3HV,203,no,,128771.76950632352
1088,12s37eSMQPEN5cuVyBxk2UypUHntwumqBHy7sJkoKpZ1v3HV,204,yes,,131933.58932968852
1089,12s37eSMQPEN5cuVyBxk2UypUHntwumqBHy7sJkoKpZ1v3HV,207,yes,,128197.1360637797
1090,12s37eSMQPEN5cuVyBxk2UypUHntwumqBHy7sJkoKpZ1v3HV,208,no,,131933.58932968852
1091,12s37eSMQPEN5cuVyBxk2UypUHntwumqBHy7sJkoKpZ1v3HV,210,yes,,130993.9895063235
1092,12s37eSMQPEN5cuVyBxk2UypUHntwumqBHy7sJkoKpZ1v3HV,211,yes,,131674.228207006
1093,12s37eSMQPEN5cuVyBxk2UypUHntwumqBHy7sJkoKpZ1v3HV,212,no,,131933.5893296885
1094,12s37eSMQPEN5cuVyBxk2UypUHntwumqBHy7sJkoKpZ1v3HV,213,no,,128197.1360637797
1095,12s37eSMQPEN5cuVyBxk2UypUHntwumqBHy7sJkoKpZ1v3HV,214,yes,,128771.7695063235
1096,12s37eSMQPEN5cuVyBxk2UypUHntwumqBHy7sJkoKpZ1v3HV,215,yes,,128197.1360637797
1097,12s37eSMQPEN5cuVyBxk2UypUHntwumqBHy7sJkoKpZ1v3HV,217,yes,,130993.9895063235
1098,12s37eSMQPEN5cuVyBxk2UypUHntwumqBHy7sJkoKpZ1v3HV,218,no,,128771.7695063235
1099,12s37eSMQPEN5cuVyBxk2UypUHntwumqBHy7sJkoKpZ1v3HV,219,yes,,128197.1360637797
1100,12s37eSMQPEN5cuVyBxk2UypUHntwumqBHy7sJkoKpZ1v3HV,220,no,,128771.76950632352
1101,12s37eSMQPEN5cuVyBxk2UypUHntwumqBHy7sJkoKpZ1v3HV,227,yes,,134730.4427722323
1102,12s37eSMQPEN5cuVyBxk2UypUHntwumqBHy7sJkoKpZ1v3HV,228,yes,,128197.13606377969
1103,12s37eSMQPEN5cuVyBxk2UypUHntwumqBHy7sJkoKpZ1v3HV,230,yes,,132508.2227722323
1104,12s37eSMQPEN5cuVyBxk2UypUHntwumqBHy7sJkoKpZ1v3HV,231,yes,,131933.58932968852
1105,12s37eSMQPEN5cuVyBxk2UypUHntwumqBHy7sJkoKpZ1v3HV,233,no,,132508.2227722323
1106,12s37eSMQPEN5cuVyBxk2UypUHntwumqBHy7sJkoKpZ1v3HV,234,yes,,132508.2227722323
1107,12s37eSMQPEN5cuVyBxk2UypUHntwumqBHy7sJkoKpZ1v3HV,235,no,,132508.22277223232
1108,13EyMuuDHwtq5RD6w3psCJ9WvJFZzDDion6Fd2FVAqxz1g7K,102,yes,,1364858.041751412
1109,13EyMuuDHwtq5RD6w3psCJ9WvJFZzDDion6Fd2FVAqxz1g7K,103,yes,,1494862.2417514122
1110,13EyMuuDHwtq5RD6w3psCJ9WvJFZzDDion6Fd2FVAqxz1g7K,104,no,,1405142.0472740838
1111,13EyMuuDHwtq5RD6w3psCJ9WvJFZzDDion6Fd2FVAqxz1g7K,105,yes,,1364857.0417514122
1112,13EyMuuDHwtq5RD6w3psCJ9WvJFZzDDion6Fd2FVAqxz1g7K,106,no,,1496552.7265068956
1113,13EyMuuDHwtq5RD6w3psCJ9WvJFZzDDion6Fd2FVAqxz1g7K,107,no,,1496552.7265068959
1114,13EyMuuDHwtq5RD6w3psCJ9WvJFZzDDion6Fd2FVAqxz1g7K,109,no,,1496938.5971306837
1115,13EyMuuDHwtq5RD6w3psCJ9WvJFZzDDion6Fd2FVAqxz1g7K,110,yes,,1502440.3432041174
1116,13EyMuuDHwtq5RD6w3psCJ9WvJFZzDDion6Fd2FVAqxz1g7K,111,yes,,1395036.5971306837
1117,13EyMuuDHwtq5RD6w3psCJ9WvJFZzDDion6Fd2FVAqxz1g7K,117,yes,,1497220.790989359
1118,13EyMuuDHwtq5RD6w3psCJ9WvJFZzDDion6Fd2FVAqxz1g7K,118,yes,,1509440.7320295675
1119,13EyMuuDHwtq5RD6w3psCJ9WvJFZzDDion6Fd2FVAqxz1g7K,119,yes,,1497220.8909893588
1120,13EyMuuDHwtq5RD6w3psCJ9WvJFZzDDion6Fd2FVAqxz1g7K,120,yes,,1495252.597130684
1121,13EyMuuDHwtq5RD6w3psCJ9WvJFZzDDion6Fd2FVAqxz1g7K,121,yes,,1495607.124592449
1122,13EyMuuDHwtq5RD6w3psCJ9WvJFZzDDion6Fd2FVAqxz1g7K,122,yes,,1500754.3432041176
1123,13EyMuuDHwtq5RD6w3psCJ9WvJFZzDDion6Fd2FVAqxz1g7K,124,no,,1495535.124592449
1124,13EyMuuDHwtq5RD6w3psCJ9WvJFZzDDion6Fd2FVAqxz1g7K,125,yes,,1393632.8909893588
1125,13EyMuuDHwtq5RD6w3psCJ9WvJFZzDDion6Fd2FVAqxz1g7K,126,no,,1496207.1245924486
1126,13EyMuuDHwtq5RD6w3psCJ9WvJFZzDDion6Fd2FVAqxz1g7K,127,no,,1394304.8909893588
1127,13EyMuuDHwtq5RD6w3psCJ9WvJFZzDDion6Fd2FVAqxz1g7K,128,no,,1394304.8909893583
1128,13EyMuuDHwtq5RD6w3psCJ9WvJFZzDDion6Fd2FVAqxz1g7K,129,no,,1495815.7692131773
1129,13EyMuuDHwtq5RD6w3psCJ9WvJFZzDDion6Fd2FVAqxz1g7K,130,yes,,1500754.3432041171
1130,13EyMuuDHwtq5RD6w3psCJ9WvJFZzDDion6Fd2FVAqxz1g7K,131,no,,1495815.7692131773
1131,13EyMuuDHwtq5RD6w3psCJ9WvJFZzDDion6Fd2FVAqxz1g7K,132,yes,,1501422.639483575
1132,13EyMuuDHwtq5RD6w3psCJ9WvJFZzDDion6Fd2FVAqxz1g7K,133,yes,,1394304.8909893585
1133,13EyMuuDHwtq5RD6w3psCJ9WvJFZzDDion6Fd2FVAqxz1g7K,134,yes,,1495144.7692131775
1134,13EyMuuDHwtq5RD6w3psCJ9WvJFZzDDion6Fd2FVAqxz1g7K,135,yes,,1495816.769213177
1135,13EyMuuDHwtq5RD6w3psCJ9WvJFZzDDion6Fd2FVAqxz1g7K,137,yes,,1495821.2539686607
1136,13EyMuuDHwtq5RD6w3psCJ9WvJFZzDDion6Fd2FVAqxz1g7K,138,no,,1495821.2539686612
1137,13EyMuuDHwtq5RD6w3psCJ9WvJFZzDDion6Fd2FVAqxz1g7K,139,yes,,1499900.0242390586
1138,13EyMuuDHwtq5RD6w3psCJ9WvJFZzDDion6Fd2FVAqxz1g7K,140,yes,,143707.1245924486
1139,13EyMuuDHwtq5RD6w3psCJ9WvJFZzDDion6Fd2FVAqxz1g7K,141,no,,143707.1245924486
1140,13EyMuuDHwtq5RD6w3psCJ9WvJFZzDDion6Fd2FVAqxz1g7K,142,yes,,1501427.992442064
1141,13EyMuuDHwtq5RD6w3psCJ9WvJFZzDDion6Fd2FVAqxz1g7K,143,no,,1396850.6026533556
1142,13EyMuuDHwtq5RD6w3psCJ9WvJFZzDDion6Fd2FVAqxz1g7K,144,no,,1397132.7965120305
1143,13EyMuuDHwtq5RD6w3psCJ9WvJFZzDDion6Fd2FVAqxz1g7K,145,yes,,143707.1245924486
1144,13EyMuuDHwtq5RD6w3psCJ9WvJFZzDDion6Fd2FVAqxz1g7K,146,no,,1392776.890989359
1145,13EyMuuDHwtq5RD6w3psCJ9WvJFZzDDion6Fd2FVAqxz1g7K,147,no,,143707.1245924486
1146,13EyMuuDHwtq5RD6w3psCJ9WvJFZzDDion6Fd2FVAqxz1g7K,149,no,,1501500.1242390582
1147,13EyMuuDHwtq5RD6w3psCJ9WvJFZzDDion6Fd2FVAqxz1g7K,150,no,,1392776.8909893583
1148,13EyMuuDHwtq5RD6w3psCJ9WvJFZzDDion6Fd2FVAqxz1g7K,151,yes,,1502094.8965120304
1149,13EyMuuDHwtq5RD6w3psCJ9WvJFZzDDion6Fd2FVAqxz1g7K,152,no,,1501494.8965120304
1150,13EyMuuDHwtq5RD6w3psCJ9WvJFZzDDion6Fd2FVAqxz1g7K,155,yes,,143707.1245924486
1151,13EyMuuDHwtq5RD6w3psCJ9WvJFZzDDion6Fd2FVAqxz1g7K,156,yes,,1507566.8965120302
1152,13EyMuuDHwtq5RD6w3psCJ9WvJFZzDDion6Fd2FVAqxz1g7K,157,no,,1390676.8909893588
1153,13EyMuuDHwtq5RD6w3psCJ9WvJFZzDDion6Fd2FVAqxz1g7K,158,no,,143707.1245924486
1154,13EyMuuDHwtq5RD6w3psCJ9WvJFZzDDion6Fd2FVAqxz1g7K,159,yes,,141607.12459244858
1155,13EyMuuDHwtq5RD6w3psCJ9WvJFZzDDion6Fd2FVAqxz1g7K,160,yes,,143707.1245924486
1156,13EyMuuDHwtq5RD6w3psCJ9WvJFZzDDion6Fd2FVAqxz1g7K,162,no,,141607.1245924486
1157,13EyMuuDHwtq5RD6w3psCJ9WvJFZzDDion6Fd2FVAqxz1g7K,163,yes,,141547.1245924486
1158,13EyMuuDHwtq5RD6w3psCJ9WvJFZzDDion6Fd2FVAqxz1g7K,165,no,,141607.1245924486
1159,13EyMuuDHwtq5RD6w3psCJ9WvJFZzDDion6Fd2FVAqxz1g7K,167,yes,,1505466.8965120304
1160,13EyMuuDHwtq5RD6w3psCJ9WvJFZzDDion6Fd2FVAqxz1g7K,168,yes,,1505466.8965120304
1161,13EyMuuDHwtq5RD6w3psCJ9WvJFZzDDion6Fd2FVAqxz1g7K,172,no,,141607.1245924486
1162,13EyMuuDHwtq5RD6w3psCJ9WvJFZzDDion6Fd2FVAqxz1g7K,173,no,,1396276.8965120302
1163,13EyMuuDHwtq5RD6w3psCJ9WvJFZzDDion6Fd2FVAqxz1g7K,174,yes,,1653436.4235407612
1164,13EyMuuDHwtq5RD6w3psCJ9WvJFZzDDion6Fd2FVAqxz1g7K,175,yes,,141547.1245924486
1165,13EyMuuDHwtq5RD6w3psCJ9WvJFZzDDion6Fd2FVAqxz1g7K,176,yes,,1397804.8965120304
1166,13EyMuuDHwtq5RD6w3psCJ9WvJFZzDDion6Fd2FVAqxz1g7K,178,no,,1491547.1245924493
1167,13EyMuuDHwtq5RD6w3psCJ9WvJFZzDDion6Fd2FVAqxz1g7K,179,yes,,1390816.8909893588
1168,13EyMuuDHwtq5RD6w3psCJ9WvJFZzDDion6Fd2FVAqxz1g7K,180,yes,,1489836.4238941518
1169,13EyMuuDHwtq5RD6w3psCJ9WvJFZzDDion6Fd2FVAqxz1g7K,185,no,,1491733.9694862748
1170,13EyMuuDHwtq5RD6w3psCJ9WvJFZzDDion6Fd2FVAqxz1g7K,186,yes,,1661365.7329278926
1171,13EyMuuDHwtq5RD6w3psCJ9WvJFZzDDion6Fd2FVAqxz1g7K,187,no,,1491547.1245924488
1172,13EyMuuDHwtq5RD6w3psCJ9WvJFZzDDion6Fd2FVAqxz1g7K,188,no,,1686718.1161144858
1173,13EyMuuDHwtq5RD6w3psCJ9WvJFZzDDion6Fd2FVAqxz1g7K,189,no,,2464473.8880340667
1174,13EyMuuDHwtq5RD6w3psCJ9WvJFZzDDion6Fd2FVAqxz1g7K,191,yes,,1505406.8965120304
1175,13EyMuuDHwtq5RD6w3psCJ9WvJFZzDDion6Fd2FVAqxz1g7K,192,no,,1526065.8825113955
1176,13EyMuuDHwtq5RD6w3psCJ9WvJFZzDDion6Fd2FVAqxz1g7K,193,yes,,1505406.8965120302
1177,13EyMuuDHwtq5RD6w3psCJ9WvJFZzDDion6Fd2FVAqxz1g7K,195,no,,1497812.1242390587
1178,13EyMuuDHwtq5RD6w3psCJ9WvJFZzDDion6Fd2FVAqxz1g7K,199,no,,1655741.43362619
1179,13EyMuuDHwtq5RD6w3psCJ9WvJFZzDDion6Fd2FVAqxz1g7K,200,yes,,1680750.9610083115
1180,13EyMuuDHwtq5RD6w3psCJ9WvJFZzDDion6Fd2FVAqxz1g7K,201,yes,,1522807.727405221
1181,13EyMuuDHwtq5RD6w3psCJ9WvJFZzDDion6Fd2FVAqxz1g7K,202,no,,1680750.9610083115
1182,13EyMuuDHwtq5RD6w3psCJ9WvJFZzDDion6Fd2FVAqxz1g7K,203,no,,1495232.0407075584
1183,13EyMuuDHwtq5RD6w3psCJ9WvJFZzDDion6Fd2FVAqxz1g7K,204,yes,,1560714.9825134575
1184,13EyMuuDHwtq5RD6w3psCJ9WvJFZzDDion6Fd2FVAqxz1g7K,205,no,,1527589.727405221
1185,13EyMuuDHwtq5RD6w3psCJ9WvJFZzDDion6Fd2FVAqxz1g7K,206,no,,1490023.2687879773
1186,13EyMuuDHwtq5RD6w3psCJ9WvJFZzDDion6Fd2FVAqxz1g7K,208,no,,1653633.2684345867
1187,13EyMuuDHwtq5RD6w3psCJ9WvJFZzDDion6Fd2FVAqxz1g7K,209,no,,1684114.9610083112
1188,13EyMuuDHwtq5RD6w3psCJ9WvJFZzDDion6Fd2FVAqxz1g7K,211,yes,,2509324.1366375918
1189,13EyMuuDHwtq5RD6w3psCJ9WvJFZzDDion6Fd2FVAqxz1g7K,212,no,,1665714.98751982
1190,13EyMuuDHwtq5RD6w3psCJ9WvJFZzDDion6Fd2FVAqxz1g7K,213,no,,1687586.9610083115
1191,13EyMuuDHwtq5RD6w3psCJ9WvJFZzDDion6Fd2FVAqxz1g7K,214,yes,,1642552.7329278926
1192,13EyMuuDHwtq5RD6w3psCJ9WvJFZzDDion6Fd2FVAqxz1g7K,215,yes,,1664969.9610083108
1193,13EyMuuDHwtq5RD6w3psCJ9WvJFZzDDion6Fd2FVAqxz1g7K,216,no,,1664969.9610083115
1194,13EyMuuDHwtq5RD6w3psCJ9WvJFZzDDion6Fd2FVAqxz1g7K,217,yes,,1748630.7414058559
1195,13EyMuuDHwtq5RD6w3psCJ9WvJFZzDDion6Fd2FVAqxz1g7K,218,no,,1636934.7329278926
1196,13EyMuuDHwtq5RD6w3psCJ9WvJFZzDDion6Fd2FVAqxz1g7K,219,yes,,1655047.9610083115
1197,13EyMuuDHwtq5RD6w3psCJ9WvJFZzDDion6Fd2FVAqxz1g7K,220,no,,1640434.7329278926
1198,13EyMuuDHwtq5RD6w3psCJ9WvJFZzDDion6Fd2FVAqxz1g7K,221,no,,2446024.7329278924
1199,13EyMuuDHwtq5RD6w3psCJ9WvJFZzDDion6Fd2FVAqxz1g7K,222,no,,2447524.732927893
1200,13EyMuuDHwtq5RD6w3psCJ9WvJFZzDDion6Fd2FVAqxz1g7K,223,no,,2464969.961008311
1201,13EyMuuDHwtq5RD6w3psCJ9WvJFZzDDion6Fd2FVAqxz1g7K,224,no,,2464969.961008311
1202,13EyMuuDHwtq5RD6w3psCJ9WvJFZzDDion6Fd2FVAqxz1g7K,226,no,,2450356.7329278924
1203,13EyMuuDHwtq5RD6w3psCJ9WvJFZzDDion6Fd2FVAqxz1g7K,228,yes,,2464969.961008311
1204,13EyMuuDHwtq5RD6w3psCJ9WvJFZzDDion6Fd2FVAqxz1g7K,229,no,,2335576.727405221
1205,13EyMuuDHwtq5RD6w3psCJ9WvJFZzDDion6Fd2FVAqxz1g7K,230,no,,2450356.7329278924
1206,13EyMuuDHwtq5RD6w3psCJ9WvJFZzDDion6Fd2FVAqxz1g7K,231,yes,,2442624.2684345865
1207,13EyMuuDHwtq5RD6w3psCJ9WvJFZzDDion6Fd2FVAqxz1g7K,233,no,,2450356.7329278924
1208,13EyMuuDHwtq5RD6w3psCJ9WvJFZzDDion6Fd2FVAqxz1g7K,235,no,,2335576.727405221
1209,13EyMuuDHwtq5RD6w3psCJ9WvJFZzDDion6Fd2FVAqxz1g7K,236,yes,,2335576.7274052203
1210,13EyMuuDHwtq5RD6w3psCJ9WvJFZzDDion6Fd2FVAqxz1g7K,237,no,,2464969.961008311
1211,13EyMuuDHwtq5RD6w3psCJ9WvJFZzDDion6Fd2FVAqxz1g7K,246,yes,,2441361.98751982
1212,13EyMuuDHwtq5RD6w3psCJ9WvJFZzDDion6Fd2FVAqxz1g7K,87,no,,1359877.0472740838
1213,13EyMuuDHwtq5RD6w3psCJ9WvJFZzDDion6Fd2FVAqxz1g7K,96,no,,1391563.0472740838
1214,14id3ENXVkJ34Q51AfWDGcMHA1EbGu8obF8QJLEUkzAB8KVh,216,yes,,108559.0
1215,14id3ENXVkJ34Q51AfWDGcMHA1EbGu8obF8QJLEUkzAB8KVh,228,yes,,108559.0
1216,14id3ENXVkJ34Q51AfWDGcMHA1EbGu8obF8QJLEUkzAB8KVh,237,yes,,108559.0
1217,14id3ENXVkJ34Q51AfWDGcMHA1EbGu8obF8QJLEUkzAB8KVh,245,yes,,108559.0
1218,14id3ENXVkJ34Q51AfWDGcMHA1EbGu8obF8QJLEUkzAB8KVh,248,yes,,108559.0
1219,152QidDC4QrtMCyRGiQmvrNyjntvMg2XouCSdoPSeqUNTvsq,0,no,,2623372.0
1220,152QidDC4QrtMCyRGiQmvrNyjntvMg2XouCSdoPSeqUNTvsq,1,yes,,1311686.0
1221,152QidDC4QrtMCyRGiQmvrNyjntvMg2XouCSdoPSeqUNTvsq,11,no,,1311686.0
1222,152QidDC4QrtMCyRGiQmvrNyjntvMg2XouCSdoPSeqUNTvsq,12,no,,1311686.0
1223,152QidDC4QrtMCyRGiQmvrNyjntvMg2XouCSdoPSeqUNTvsq,13,yes,,1311686.0
1224,152QidDC4QrtMCyRGiQmvrNyjntvMg2XouCSdoPSeqUNTvsq,14,yes,,1311686.0
1225,152QidDC4QrtMCyRGiQmvrNyjntvMg2XouCSdoPSeqUNTvsq,15,yes,,1311686.0
1226,152QidDC4QrtMCyRGiQmvrNyjntvMg2XouCSdoPSeqUNTvsq,16,yes,,1311686.0
1227,152QidDC4QrtMCyRGiQmvrNyjntvMg2XouCSdoPSeqUNTvsq,18,yes,,1311686.0
1228,152QidDC4QrtMCyRGiQmvrNyjntvMg2XouCSdoPSeqUNTvsq,20,yes,,1311686.0
1229,152QidDC4QrtMCyRGiQmvrNyjntvMg2XouCSdoPSeqUNTvsq,21,yes,,1311686.0
1230,152QidDC4QrtMCyRGiQmvrNyjntvMg2XouCSdoPSeqUNTvsq,23,yes,,1311686.0
1231,152QidDC4QrtMCyRGiQmvrNyjntvMg2XouCSdoPSeqUNTvsq,25,yes,,1311686.0
1232,152QidDC4QrtMCyRGiQmvrNyjntvMg2XouCSdoPSeqUNTvsq,26,yes,,1311686.0
1233,152QidDC4QrtMCyRGiQmvrNyjntvMg2XouCSdoPSeqUNTvsq,27,yes,,1311686.0
1234,152QidDC4QrtMCyRGiQmvrNyjntvMg2XouCSdoPSeqUNTvsq,28,yes,,1311686.0
